0	5.74312e+14
1	-9040.19
2	-9040.19
3	-9041.56
4	-9043.49
5	-9043.49
6	-9048.3
7	-9064.46
8	-9064.46
9	-9064.46
10	-9064.46
11	-9064.46
12	-9068.46
13	-9111.33
14	-9111.33
15	-9111.33
16	-9111.33
17	-9111.33
18	-9111.33
19	-9111.33
20	-9111.33
21	-9111.33
22	-9111.33
23	-9111.33
24	-9111.33
25	-9111.33
26	-9113.32
27	-9113.32
28	-9113.76
29	-9113.76
30	-9113.76
31	-9113.76
32	-9113.76
33	-9113.76
34	-9113.76
35	-9113.76
36	-9113.76
37	-9113.76
38	-9113.76
39	-9113.76
40	-9113.76
41	-9113.76
42	-9113.76
43	-9113.76
44	-9113.76
45	-9113.76
46	-9113.76
47	-9113.76
48	-9113.76
49	-9113.76
50	-9113.76
51	-9113.76
52	-9128.5
53	-9128.5
54	-9128.5
55	-9128.5
56	-9128.5
57	-9128.5
58	-9128.5
59	-9128.5
60	-9128.5
61	-9128.5
62	-9128.5
63	-9128.5
64	-9128.5
65	-9128.5
66	-9128.5
67	-9128.5
68	-9128.5
69	-9128.5
70	-9128.5
71	-9128.5
72	-9128.5
73	-9128.5
74	-9128.5
75	-9128.5
76	-9128.5
77	-9128.5
78	-9128.5
79	-9128.5
80	-9128.5
81	-9128.5
82	-9128.5
83	-9128.5
84	-9128.5
85	-9128.5
86	-9128.5
87	-9128.5
88	-9128.5
89	-9128.5
90	-9128.5
91	-9128.5
92	-9128.5
93	-9128.5
94	-9128.5
95	-9128.5
96	-9129.52
97	-9129.52
98	-9129.52
99	-9129.52
100	-9129.52
101	-9129.52
102	-9129.52
103	-9129.52
104	-9129.52
105	-9131.38
106	-9131.38
107	-9131.38
108	-9131.38
109	-9131.38
110	-9131.38
111	-9131.38
112	-9131.38
113	-9131.38
114	-9131.38
115	-9131.38
116	-9131.61
117	-9131.61
118	-9131.61
119	-9131.61
120	-9131.61
121	-9131.61
122	-9131.61
123	-9131.61
124	-9131.61
125	-9131.61
126	-9131.61
127	-9131.61
128	-9131.61
129	-9131.61
130	-9131.61
131	-9131.72
132	-9131.72
133	-9131.72
134	-9132.55
135	-9132.55
136	-9132.79
137	-9132.79
138	-9132.79
139	-9132.79
140	-9132.79
141	-9132.79
142	-9132.79
143	-9132.79
144	-9132.79
145	-9132.79
146	-9132.79
147	-9132.79
148	-9132.79
149	-9132.79
150	-9132.86
151	-9132.86
152	-9132.86
153	-9132.86
154	-9132.86
155	-9132.86
156	-9132.86
157	-9132.86
158	-9132.86
159	-9132.86
160	-9132.86
161	-9132.86
162	-9132.86
163	-9132.86
164	-9132.86
165	-9132.86
166	-9132.86
167	-9132.86
168	-9132.86
169	-9132.86
170	-9132.86
171	-9132.86
172	-9132.86
173	-9132.86
174	-9132.86
175	-9132.86
176	-9132.86
177	-9132.86
178	-9133.05
179	-9133.05
180	-9133.05
181	-9133.05
182	-9133.05
183	-9133.05
184	-9133.05
185	-9133.05
186	-9133.05
187	-9133.05
188	-9133.05
189	-9133.05
190	-9133.05
191	-9133.05
192	-9133.05
193	-9133.05
194	-9133.05
195	-9133.05
196	-9133.05
197	-9133.05
198	-9133.05
199	-9133.05
200	-9133.05
201	-9133.05
202	-9133.05
203	-9133.05
